,Name,Description,geometry,route_type,branch_no
147,BGIBRVC004 (SUBTOWN),Taman Mas                                                     7.6 KM<br>Taman Jelita                                                   7.4 KM<br>Taman Mahkota                                             7.3 KM<br>Seksyen 3 Bandar Baru Bangi                      7.5 KM<br>Seksyen 4 Bandar Baru Bangi                      6.2 KM<br>Seksyen 5 Bandar Baru Bangi                      7.2 KM<br>UKM                                                                  7.9 KM<br>Kampung Sungai Tangkas                           9.5 KM<br>Taman Reko Jaya                                          6.3 KM<br>Taman Reko Mutiara                                     8.4 KM<br>Hentian Kajang                                               8.0 KM<br>Taman Perindustrian Kajang                       8.4 KM<br>Taman Tropika                                             10.2 KM<br>Taman Tropika 2                                          10.3 KM<br>Taman Universiti                                          11.7 KM<br>Alam Sari                                                       12.0 KM,"POLYGON ((101.773553 2.965043, 101.773862 2.963679, 101.776158 2.958579, 101.776373 2.957572, 101.775064 2.951036, 101.775128 2.950093, 101.775699 2.947111, 101.775884 2.941797, 101.775433 2.94034, 101.774811 2.939054, 101.773867 2.938132, 101.772794 2.937468, 101.770648 2.936054, 101.771506 2.934918, 101.772622 2.933954, 101.777128 2.930268, 101.775798 2.928832, 101.7699 2.924929, 101.767697 2.924424, 101.767834 2.921604, 101.766804 2.918304, 101.771267 2.916954, 101.773713 2.917768, 101.784914 2.91824, 101.788233 2.912271, 101.791687 2.913822, 101.79187 2.921197, 101.795649 2.921263, 101.795566 2.925357, 101.798067 2.925368, 101.798122 2.920707, 101.805442 2.920344, 101.804827 2.923876, 101.801222 2.927969, 101.801265 2.930326, 101.808568 2.930251, 101.808525 2.932866, 101.806113 2.939145, 101.798713 2.947015, 101.792984 2.947036, 101.791876 2.954277, 101.793249 2.95732, 101.793179 2.959171, 101.791076 2.965678, 101.79069 2.966669, 101.790347 2.967757, 101.79025 2.970253, 101.790379 2.976939, 101.790568 2.984848, 101.790558 2.986595, 101.790526 2.98713, 101.790397 2.987806, 101.790107 2.988395, 101.789742 2.988856, 101.789152 2.989445, 101.7871 2.990472, 101.787339 2.988855, 101.786245 2.987366, 101.786073 2.986788, 101.78661 2.985073, 101.786685 2.98352, 101.786535 2.981966, 101.786159 2.98098, 101.785215 2.980058, 101.784764 2.978848, 101.784446 2.976848, 101.784732 2.975988, 101.785215 2.975227, 101.785387 2.974638, 101.785304 2.972822, 101.785288 2.97149, 101.785675 2.971115, 101.786114 2.971201, 101.786994 2.970944, 101.787353 2.97024, 101.78973 2.970226, 101.78987 2.968201, 101.790765 2.965654, 101.776888 2.965565, 101.773553 2.965043))",VAN ROUTE COVERAGE,BGI (KLV3 - MEDIUM)
148,BGIBRVC005 (TOWN),Seksyen 1 Bandar Baru Bangi                      3.7 KM<br>Seksyen 2 Bandar Baru Bangi                      7.5 KM<br>Seksyen 13 Bandar Baru Bangi                   4.1 KM<br>Seksyen 14 Bandar Baru Bangi                   7.2 KM<br>Seksyen 15 Bandar Baru Bangi                   7.9 KM<br>Seksyen 16 Bandar Baru Bangi                   7.0 KM<br>Kipmall Bangi                                                  3.8 KM<br>Kompleks Diamond Bangi                            4.1 KM<br>Bangi Golf Club                                               5.4 KM<br>Kampung Teras Jernang                            10.3 KM<br>Taman Impian                                                 8.9 KM<br>Taman Desa Sentosa                                    9.9 KM<br>Taman Wawasan                                           7.2 KM<br>Desa Rahmat                                                  8.6 KM<br>Kawasan Perindustrian Bangi                      5.3 KM,"POLYGON ((101.742477 2.9092, 101.74821 2.906291, 101.750442 2.908499, 101.753381 2.91002, 101.754132 2.91077, 101.755076 2.916085, 101.754647 2.916856, 101.755033 2.917628, 101.756278 2.918056, 101.758418 2.917711, 101.762087 2.92114, 101.763139 2.923883, 101.764362 2.924547, 101.766422 2.92489, 101.767697 2.924424, 101.7699 2.924929, 101.775798 2.928832, 101.777128 2.930268, 101.774307 2.932575, 101.772805 2.933807, 101.772149 2.93436, 101.771506 2.934918, 101.770648 2.936054, 101.772224 2.937093, 101.773033 2.937618, 101.773867 2.938132, 101.774811 2.939054, 101.775433 2.94034, 101.775884 2.941797, 101.775699 2.947111, 101.775128 2.950093, 101.775064 2.951036, 101.776373 2.957572, 101.776158 2.958579, 101.773862 2.963679, 101.773553 2.965043, 101.759872 2.962736, 101.760151 2.959908, 101.759121 2.957915, 101.755752 2.956608, 101.755559 2.957593, 101.749864 2.956069, 101.751851 2.95204, 101.75228 2.94964, 101.752667 2.942568, 101.753139 2.940211, 101.754126 2.936611, 101.754848 2.934907, 101.75604 2.932112, 101.757216 2.929325, 101.757516 2.927953, 101.757645 2.926196, 101.747345 2.926089, 101.742477 2.9092))",VAN ROUTE COVERAGE,BGI (KLV3 - MEDIUM)
149,BGIBRVC006 (SUBTOWN),Malaysian Nuclear Agency                         13.3 KM<br>Pekan Bangi                                                  15.4 KM<br>Taman Impian Putra                                    16.7 KM<br>Bandar Seri Putra                                         17.5 KM<br>Bandar Bukit Mahkota                                20.0 KM<br>Bangi Avenue                                                17.4 KM<br>Desa Mahkota                                              23.4 KM<br>Kampung Rinching Hilir                              21.3 KM<br>Kampung Sungai Kembong Hilir               22.5 KM<br>Bandar Puteri Bangi                                     16.8 KM<br>Kampung Batu Lima Bangi                        22.3 KM<br>Kampung Bangi                                            15.8 KM<br>Taman Bangi Indah                                     16.5 KM,"POLYGON ((101.79004 2.868239, 101.794332 2.869053, 101.819652 2.868539, 101.816519 2.878954, 101.817635 2.898499, 101.828263 2.908229, 101.825292 2.910233, 101.818111 2.909406, 101.812433 2.906906, 101.785756 2.907436, 101.774212 2.907265, 101.774083 2.914551, 101.771267 2.916954, 101.766804 2.918304, 101.767834 2.921604, 101.767697 2.924424, 101.766422 2.92489, 101.764362 2.924547, 101.763139 2.923883, 101.762087 2.92114, 101.758418 2.917711, 101.756278 2.918056, 101.75645 2.916985, 101.756793 2.915828, 101.757995 2.913728, 101.759534 2.912301, 101.763826 2.908872, 101.765671 2.906129, 101.766744 2.9033, 101.767002 2.890228, 101.767731 2.887699, 101.76859 2.886242, 101.770135 2.884527, 101.783777 2.877748, 101.785537 2.875948, 101.788412 2.872519, 101.789614 2.86999, 101.79004 2.868239))",VAN ROUTE COVERAGE,BGI (KLV3 - MEDIUM)
150,BGIBRVC008 (SUBTOWN),Presint 2                                                        14.1 KM<br>Presint 3                                                        15.1 KM<br>Presint 4                                                        15.7 KM<br>Presint 5                                                        19.1 KM<br>Presint 6                                                        21.1 KM<br>Presint 19                                                      14.8 KM<br>Presint 20                                                      23.6 KM,"POLYGON ((101.672956 2.911611, 101.66371 2.906314, 101.66341 2.904556, 101.66047 2.901363, 101.659901 2.89937, 101.660878 2.896949, 101.662616 2.894281, 101.664568 2.894098, 101.666371 2.893606, 101.667851 2.892598, 101.668903 2.891355, 101.670062 2.889255, 101.67092 2.88857, 101.671671 2.888248, 101.67019 2.884905, 101.672701 2.881883, 101.678773 2.879847, 101.681069 2.879847, 101.683859 2.88469, 101.684266 2.885312, 101.684438 2.886469, 101.684159 2.886855, 101.682743 2.888505, 101.68446 2.889362, 101.685983 2.890541, 101.687743 2.892513, 101.688435 2.893434, 101.68917 2.893863, 101.690145 2.89407, 101.692949 2.89403, 101.69729 2.894403, 101.69723 2.899184, 101.701715 2.901327, 101.701436 2.905399, 101.697007 2.906545, 101.690357 2.908231, 101.6858 2.91247, 101.687383 2.914289, 101.688336 2.915916, 101.689091 2.918295, 101.689235 2.920898, 101.690485 2.921482, 101.693902 2.923909, 101.698019 2.925183, 101.696884 2.927264, 101.694785 2.929369, 101.694793 2.931349, 101.692998 2.932912, 101.688749 2.933598, 101.679394 2.920397, 101.679394 2.91684, 101.674759 2.911568, 101.672956 2.911611))",VAN ROUTE COVERAGE,BGI (KLV3 - MEDIUM)
151,BGIBRVC007 (SUBTOWN),"PRESINT 8,9","POLYGON ((101.6623671 2.9649433, 101.659602 2.961903, 101.658444 2.959032, 101.6582124 2.9536139, 101.659989 2.94866, 101.664903 2.943517, 101.667628 2.940474, 101.668615 2.937902, 101.6669671 2.9320131, 101.665961 2.928284, 101.670768 2.926655, 101.673429 2.924083, 101.673643 2.918469, 101.672356 2.91384, 101.672956 2.911611, 101.674759 2.911568, 101.679394 2.91684, 101.679394 2.920397, 101.688749 2.933598, 101.687676 2.935912, 101.6889746 2.9413283, 101.6840394 2.9406854, 101.682122 2.941694, 101.6837899 2.9446993, 101.684867 2.949104, 101.6849406 2.9505001, 101.683536 2.95204, 101.6820652 2.9492143, 101.6796191 2.9471571, 101.6775162 2.9466428, 101.6762717 2.9502001, 101.6749413 2.9518715, 101.6742547 2.9555573, 101.6726668 2.9569288, 101.6684182 2.9557716, 101.6661007 2.957186, 101.6648133 2.9608289, 101.6636546 2.9610003, 101.6623671 2.9649433))",VAN ROUTE COVERAGE,BGI (KLV3 - MEDIUM)
152,BGIBRVC007 (SUBTOWN),Presint 14                                                        7.8 KM<br>Presint 15                                                      11.3 KM<br>Presint Diplomatik                                          7.7 KM,"POLYGON ((101.714422 2.955167, 101.71462 2.953582, 101.714191 2.952072, 101.713483 2.950164, 101.713204 2.94845, 101.714127 2.942664, 101.714604 2.939474, 101.714078 2.937674, 101.71146 2.934267, 101.710688 2.932338, 101.707543 2.929369, 101.732683 2.929249, 101.732554 2.95341, 101.731159 2.955146, 101.714422 2.955167))",VAN ROUTE COVERAGE,BGI (KLV3 - MEDIUM)
153,BGIBRVC009 (SUBTOWN),Alamanda Shopping Mall                              9.4 KM<br>Presint 1                                                        12.9 KM<br>Presint 12                                                        7.6 KM<br>Presint 13                                                      14.5 KM<br>Presint 16                                                      12.8 KM<br>Presint 17                                                      11.9 KM<br>Presint 18                                                      13.3 KM,"POLYGON ((101.690357 2.908231, 101.697007 2.906545, 101.696966 2.90956, 101.70044 2.913102, 101.707264 2.913102, 101.707543 2.929369, 101.710688 2.932338, 101.71146 2.934267, 101.714078 2.937674, 101.714604 2.939474, 101.713204 2.94845, 101.713483 2.950164, 101.714191 2.952072, 101.714414 2.952857, 101.71462 2.953582, 101.714422 2.955167, 101.713442 2.957751, 101.715508 2.958193, 101.715508 2.961836, 101.713001 2.962255, 101.707207 2.961869, 101.700512 2.963798, 101.699718 2.966155, 101.699658 2.968858, 101.697566 2.970505, 101.69321 2.970355, 101.692912 2.96197, 101.694242 2.958499, 101.696774 2.956699, 101.695916 2.950699, 101.69111 2.947613, 101.687676 2.935912, 101.688749 2.933598, 101.692998 2.932912, 101.694793 2.931349, 101.694785 2.929369, 101.696884 2.927264, 101.698019 2.925183, 101.693902 2.923909, 101.690485 2.921482, 101.689235 2.920898, 101.689091 2.918295, 101.688336 2.915916, 101.687383 2.914289, 101.6858 2.91247, 101.690357 2.908231))",VAN ROUTE COVERAGE,BGI (KLV3 - MEDIUM)
154,BGIBRVC010 (SUBTOWN),FTMS College                                               17.9 KM<br>Jalan Teknokrat 3                                        17.6 KM<br>Jalan Teknokrat 4                                        18.4 KM<br>Jalan Teknokrat 5                                        18.2 KM<br>Jalan Teknokrat 6                                        17.8 KM<br>Jalan Teknokrat 7                                        17.9 KM<br>CBD Perdana                                                 18.5 KM<br>DPulze Shopping Center                             18.8 KM<br>The Street Mall Cyberjaya                          18.8 KM<br>Crystaville                                                      19.0 KM<br>Jalan Fauna 1                                               19.1 KM<br>Multimedia University                                 18.7 KM<br>SK/SMK Cyberjaya                                      20.6 KM<br>Nadayu Cyberjaya                                        20.5 KM<br>Symphony Hill Cyberjaya                            20.2 KM<br>Sejati Residences                                        22.4 KM<br>MasReca                                                       23.1 KM,"POLYGON ((101.65772 2.928712, 101.655666 2.930234, 101.654572 2.930513, 101.646557 2.930352, 101.645313 2.930566, 101.644262 2.931274, 101.64248 2.933374, 101.641558 2.933738, 101.639372 2.933706, 101.638532 2.932024, 101.637631 2.927609, 101.63776 2.918416, 101.638425 2.916619, 101.638749 2.91548, 101.638577 2.91398, 101.636946 2.910187, 101.636796 2.909308, 101.636866 2.907242, 101.634586 2.906072, 101.633749 2.905022, 101.633213 2.9026, 101.63244 2.901679, 101.631432 2.9014, 101.628653 2.902169, 101.627999 2.9005, 101.627977 2.898614, 101.628299 2.896793, 101.628835 2.895078, 101.648897 2.897255, 101.646558 2.90931, 101.645292 2.917496, 101.647799 2.917958, 101.649713 2.918624, 101.650338 2.917068, 101.650516 2.916673, 101.650801 2.916408, 101.651328 2.916304, 101.651489 2.915667, 101.651501 2.914902, 101.651157 2.913275, 101.65106 2.91221, 101.651178 2.911327, 101.655851 2.911268, 101.656027 2.912198, 101.656417 2.913085, 101.657305 2.914859, 101.658088 2.917934, 101.65856 2.919734, 101.658549 2.921481, 101.657122 2.926388, 101.657101 2.927256, 101.657348 2.928113, 101.65772 2.928712))",VAN ROUTE COVERAGE,BGI (KLV3 - MEDIUM)
155,BGIBRVC011 (SUBTOWN),NTT MSC Sdn Bhd                                       17.7 KM<br>Century Square Cyberjaya                          18.5 KM<br>Shaftsbury Square                                       19.4 KM<br>Shaftsbury Residences                               19.6 KM<br>MDEC                                                             18.3 KM<br>Persiaran Tasik                                             18.2 KM<br>Cyber 8                                                           17.2 KM<br>Neocyber                                                       18.5 KM<br>Cyber Heights Villa                                      17.0 KM<br>Cyber Bistari Hyve                                       19.7 KM<br>LHDN Cyberjaya                                           17.9 KM,"POLYGON ((101.658383 2.958451, 101.657182 2.958676, 101.65642 2.958537, 101.655862 2.958065, 101.655572 2.957508, 101.655497 2.956908, 101.65569 2.956115, 101.65612 2.954165, 101.656205 2.952815, 101.656248 2.951294, 101.656034 2.949472, 101.655857 2.948665, 101.656117 2.947151, 101.656935 2.946601, 101.659295 2.945465, 101.660883 2.944179, 101.662793 2.94195, 101.664166 2.940643, 101.664617 2.939422, 101.66451 2.938329, 101.663952 2.93745, 101.661119 2.934943, 101.660754 2.934107, 101.660754 2.933122, 101.66099 2.9313, 101.660804 2.930546, 101.660261 2.929939, 101.659263 2.929489, 101.65833 2.929178, 101.65772 2.928712, 101.657348 2.928113, 101.657101 2.927256, 101.657122 2.926388, 101.658549 2.921481, 101.65856 2.919734, 101.657305 2.914859, 101.656415 2.913074, 101.656027 2.912198, 101.655851 2.911268, 101.651178 2.911327, 101.65106 2.91221, 101.651157 2.913275, 101.651501 2.914902, 101.651489 2.915667, 101.651328 2.916304, 101.650801 2.916408, 101.650516 2.916673, 101.649713 2.918624, 101.647799 2.917958, 101.645292 2.917496, 101.645934 2.913324, 101.646537 2.909443, 101.648897 2.897255, 101.659901 2.89937, 101.66047 2.901363, 101.66341 2.904556, 101.66371 2.906314, 101.672956 2.911611, 101.672356 2.91384, 101.673643 2.918469, 101.673429 2.924083, 101.670768 2.926655, 101.665961 2.928284, 101.668271 2.935588, 101.668615 2.937902, 101.667628 2.940474, 101.666953 2.941241, 101.666273 2.942003, 101.664903 2.943517, 101.659989 2.94866, 101.65853 2.952046, 101.6581 2.955689, 101.658383 2.958451))",VAN ROUTE COVERAGE,BGI (KLV3 - MEDIUM)
156,BGIBRVC012 (SUBTOWN),Skypark                                                          14.6 KM<br>Taman Suria Tropika                                   14.3 KM<br>Jalan Teknokrat 1                                        15.1 KM<br>Jalan Teknokrat 2                                        17.6 KM<br>MKN Embassy                                              18.1 KM<br>TM IT Complex                                             17.4 KM<br>Radius Business Park                                 17.8 KM<br>Persiaran Semarak Api                               18.7 KM<br>Setia Eco Glades                                          22.0 KM<br>Lakefront Residences                                 22.0 KM<br>Persiaran Bestari                                         20.2 KM<br>Cyberjaya Hospital                                      21.0 KM<br>AutoVille Cyberjaya                                      21.1 KM<br>Taman Pinggiran Cyber                              22.3 KM<br>Vega Residensi                                             22.0 KM<br>Hanwa Q Cells                                              22.9 KM<br>Brainy Bunch                                                23.8 KM,"POLYGON ((101.628835 2.895078, 101.628299 2.896793, 101.627977 2.898614, 101.627999 2.9005, 101.628653 2.902169, 101.631432 2.9014, 101.63244 2.901679, 101.633213 2.9026, 101.633749 2.905022, 101.634586 2.906072, 101.636866 2.907242, 101.636796 2.909308, 101.636946 2.910187, 101.638577 2.91398, 101.638749 2.91548, 101.638425 2.916619, 101.63776 2.918416, 101.637631 2.927609, 101.638532 2.932024, 101.639372 2.933706, 101.641558 2.933738, 101.64248 2.933374, 101.644262 2.931274, 101.645313 2.930566, 101.646557 2.930352, 101.654572 2.930513, 101.655666 2.930234, 101.65772 2.928712, 101.65833 2.929178, 101.659263 2.929489, 101.660261 2.929939, 101.660804 2.930546, 101.66099 2.9313, 101.660754 2.933122, 101.660754 2.934107, 101.661119 2.934943, 101.663952 2.93745, 101.66451 2.938329, 101.664617 2.939422, 101.664166 2.940643, 101.662793 2.94195, 101.660883 2.944179, 101.659295 2.945465, 101.656935 2.946601, 101.656117 2.947151, 101.655857 2.948665, 101.656051 2.949569, 101.656248 2.951294, 101.65612 2.954165, 101.655497 2.956908, 101.655572 2.957508, 101.655862 2.958065, 101.65642 2.958537, 101.657182 2.958676, 101.658383 2.958451, 101.658444 2.959032, 101.659602 2.961903, 101.665353 2.968289, 101.666126 2.970732, 101.673257 2.974314, 101.679608 2.972985, 101.679737 2.959913, 101.689007 2.960085, 101.688878 2.96197, 101.692912 2.96197, 101.69321 2.970355, 101.688166 2.970357, 101.680866 2.977562, 101.679321 2.977734, 101.673312 2.974862, 101.669922 2.975205, 101.665974 2.974391, 101.663657 2.96942, 101.660438 2.967748, 101.657906 2.965948, 101.655503 2.962648, 101.654215 2.959691, 101.6537 2.957248, 101.651769 2.954334, 101.651683 2.950176, 101.651469 2.943404, 101.648422 2.945505, 101.646362 2.946448, 101.643272 2.947133, 101.64104 2.947262, 101.638165 2.946748, 101.635762 2.946105, 101.633573 2.944947, 101.628294 2.940747, 101.626964 2.939504, 101.626234 2.93749, 101.625805 2.931876, 101.624732 2.92999, 101.622501 2.92849, 101.62396 2.921289, 101.618294 2.92021, 101.621298 2.909709, 101.618465 2.904566, 101.62192 2.894987, 101.628835 2.895078))",VAN ROUTE COVERAGE,BGI (KLV3 - MEDIUM)
