vehicle_no,GPSVendor,Model,Type,year_made,tail_lift,status,possession,admin_station_id,category_id,color_id,vehicle_owner_id,vehicle_group_id
BPB 4390,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,TKR,541,20,16,5,113
BPB 4392,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,SRB,521,20,16,5,107
BPB 4393,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,KLG,378,20,16,5,53
BPB 4394,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,AMP,284,20,16,5,4
BPB 4998,i-TRACK,Isuzu NLR55UEE,Box Truck,2016,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPB 5006,i-TRACK,Isuzu NLR55UEE,Box Truck,2016,TRUE,A,WMJ,555,20,16,5,117
BPB 5015,i-TRACK,Isuzu NLR55UEE,Box Truck,2016,TRUE,A,HQ OPS,462,20,16,5,36
BPB 5016,i-TRACK,Isuzu NLR55UEE,Box Truck,2016,TRUE,A,HQ OPS,462,20,16,5,36
BPB 5021,i-TRACK,Isuzu NLR55UEE,Box Truck,2016,TRUE,A,IPH,347,20,16,5,39
BPB 5719,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2013,TRUE,A,KLU,382,20,16,5,55
BPB 6203,i-TRACK,Hino GH1JRPA,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPB 6204,i-TRACK,Hino GH1JRPA,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPB 623,i-TRACK,Hino GH1JRPA,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPB 624,i-TRACK,Hino GH1JRPA,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPB 625,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,SEN,503,20,16,5,98
BPB 629,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,PBR,455,20,16,5,76
BPB 631,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,POI,472,20,16,5,83
BPB 634,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,KLU,382,20,16,5,55
BPB 645,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,PUC,483,20,16,5,87
BPB 647,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,BRP,315,20,16,5,16
BPB 648,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,MAH,430,20,16,5,65
BPB 650,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,MAH,430,20,16,5,65
BPB 651,i-TRACK,Hino WU302R-HKMLHD3,Box Truck,2016,TRUE,A,PSM,480,20,16,5,85
BPB 859,i-TRACK,Isuzu NLR55UEE,Box Truck,2016,TRUE,A,HQ OPS,462,20,16,5,36
BPB 861,i-TRACK,Isuzu NLR55UEE,Box Truck,2016,TRUE,A,BRP,315,20,16,5,16
BPB 865,i-TRACK,Isuzu NLR55UEE,Box Truck,2016,TRUE,A,JHB,351,20,16,5,41
BPB 870,i-TRACK,Isuzu NLR55UEE,Box Truck,2016,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPB 913,i-TRACK,Isuzu NLR55UEE,Box Truck,2016,TRUE,A,POI,472,20,16,5,83
BPB 940,i-TRACK,Isuzu NLR55UEE,Box Truck,2016,TRUE,A,JHB,351,20,16,5,41
BPB 945,i-TRACK,Isuzu NLR55UEE,Box Truck,2016,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPC 1649,i-TRACK,Hino WU640R-HKMLL3,Box Truck,2016,TRUE,A,BYN,323,20,16,5,21
BPC 1650,i-TRACK,Hino WU640R-HKMLL3,Box Truck,2016,TRUE,A,SEN,503,20,16,5,98
BPC 1651,i-TRACK,Hino WU640R-HKMLL3,Box Truck,2016,TRUE,A,MLR,435,20,16,5,68
BPC 1652,i-TRACK,Hino WU640R-HKMLL3,Box Truck,2016,TRUE,A,IPH,347,20,16,5,39
BPC 1654,i-TRACK,Hino WU640R-HKMLL3,Box Truck,2016,TRUE,A,PEN,458,20,16,5,78
BPC 4476,i-TRACK,Isuzu NLR55UEE,Box Truck,2016,TRUE,A,PKN,465,20,16,5,80
BPC 4478,i-TRACK,Isuzu NLR55UEE,Box Truck,2016,TRUE,A,MTB,442,20,16,5,69
BPC 4479,i-TRACK,Isuzu NLR55UEE,Box Truck,2016,TRUE,A,POI,472,20,16,5,83
BPC 4480,i-TRACK,Isuzu NLR55UEE,Box Truck,2016,TRUE,A,JHB,351,20,16,5,41
BPC 4481,i-TRACK,Isuzu NLR55UEE,Box Truck,2016,TRUE,A,JHB,351,20,16,5,41
BPC 4482,i-TRACK,Isuzu NLR55UEE,Box Truck,2016,TRUE,A,BWH,322,20,16,5,20
BPC 4483,i-TRACK,Isuzu NLR55UEE,Box Truck,2016,TRUE,A,BWH,322,20,16,5,20
BPC 4484,i-TRACK,Isuzu NLR55UEE,Box Truck,2016,TRUE,A,IPH,347,20,16,5,39
BPC 4485,i-TRACK,Isuzu NLR55UEE,Box Truck,2016,TRUE,A,KLM,379,20,16,5,54
BPC 4492,i-TRACK,Isuzu NLR55UEE,Box Truck,2016,TRUE,A,AMP,284,20,16,5,4
BPC 7019,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2016,TRUE,A,AJL,291,15,16,5,120
BPC 7029,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2016,TRUE,A,MTB,442,15,16,5,69
BPC 7033,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2016,TRUE,A,KAM,359,15,16,5,46
BPC 7034,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2016,TRUE,A,IPH,347,15,16,5,39
BPC 7037,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2016,TRUE,A,LGK,420,15,16,5,63
BPC 7038,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2016,TRUE,A,FLT BUF 'B',NULL,15,16,5,28
BPC 9416,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,SGT,507,20,16,5,100
BPC 9418,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,ULT,552,20,16,5,116
BPC 9420,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,ULT,552,20,16,5,116
BPC 9422,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,JRT,356,20,16,5,45
BPC 9426,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,KGS,370,20,16,5,49
BPD 2305,i-TRACK,Hino GH1JRPA,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPD 2307,i-TRACK,Hino GD1JLPA,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,23,16,5,34
BPD 2956,i-TRACK,Hino GD1JLPA,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,23,16,5,34
BPD 2957,i-TRACK,Hino GH1JRPA,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPD 316,i-TRACK,Hino GD1JLPA,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,23,16,5,34
BPD 325,i-TRACK,Hino GH1JRPA,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPD 326,i-TRACK,Hino GH1JRPA,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPD 6195,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,DGN,329,20,16,5,24
BPD 6201,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,MUA,444,20,16,5,70
BPD 6205,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,TGG,536,20,16,5,110
BPD 6207,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,TGG,536,20,16,5,110
BPD 6215,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,STW,528,20,16,5,108
BPD 6557,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,JLP,355,20,16,5,44
BPD 6561,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,ULT,552,20,16,5,116
BPD 6562,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,KLM,379,20,16,5,54
BPD 6563,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,IPH,347,20,16,5,39
BPD 6564,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,THO,539,20,16,5,111
BPD 7055,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,MKZ,434,20,16,5,67
BPD 7056,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,AGH,280,20,16,5,1
BPD 8601,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,BPT,313,20,16,5,14
BPD 8602,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,ULT,552,20,16,5,116
BPD 8604,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,BPT,313,20,16,5,14
BPD 8605,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,BPT,313,20,16,5,14
BPD 8607,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,TIN,540,20,16,5,112
BPD 8610,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,PSG,479,20,16,5,84
BPD 8612,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,KJG,372,20,16,5,50
BPD 8614,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,PUC,483,20,16,5,87
BPD 9412,i-TRACK,Hino GH1JRPA,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPD 9414,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,TIN,540,20,16,5,112
BPD 9418,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,ISK,348,20,16,5,40
BPD 9419,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,TPG,545,20,16,5,114
BPD 9425,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,SPT,519,20,16,5,105
BPD 9426,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,KLM,379,20,16,5,54
BPD 9427,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,KLM,379,20,16,5,54
BPD 9431,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,MKZ,434,20,16,5,67
BPD 9432,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,TPG,545,20,16,5,114
BPD 9434,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,MKZ,434,20,16,5,67
BPD 9713,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,SKU,515,20,16,5,103
BPD 9719,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,TGG,536,20,16,5,110
BPD 9722,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,PEN,458,20,16,5,78
BPD 9723,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,BMJ,310,20,16,5,12
BPD 9726,i-TRACK,Hino WU600R-HKMLL3,Box Truck,2016,TRUE,A,PSG,479,20,16,5,84
BPF 3652,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KBR,361,20,16,5,47
BPF 3653,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,PSG,479,20,16,5,84
BPF 3654,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,JLP,355,20,16,5,44
BPF 3655,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KMM,384,20,16,5,56
BPF 3656,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPF 3657,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,TGG,536,20,16,5,110
BPF 3658,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,TGG,536,20,16,5,110
BPF 3659,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,MLR,435,20,16,5,68
BPF 3661,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KLU,382,20,16,5,55
BPF 3662,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,AGH,280,20,16,5,1
BPF 5352,i-TRACK,Hino GH1JMPA (UBS),Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,28,16,5,34
BPF 5359,i-TRACK,Hino GH1JMPA (UBS),Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,28,16,5,34
BPF 7714,i-TRACK,Hino GH1JMPA (UBS),Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,28,16,5,34
BPF 7719,i-TRACK,Hino GH1JMPA (UBS),Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,28,16,5,34
BPF 7720,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,TGG,536,20,16,5,110
BPF 7724,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,AJL,282,20,16,5,3
BPF 7726,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,BWH,322,20,16,5,20
BPF 7732,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KBR,361,20,16,5,47
BPF 7734,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,SEN,503,20,16,5,98
BPF 7741,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,TGG,536,20,16,5,110
BPF 8259,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KBR,361,20,16,5,47
BPF 8265,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KMM,384,20,16,5,56
BPF 8267,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,RWG,493,20,16,5,90
BPF 8269,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KLG,378,20,16,5,53
BPF 8270,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,BHU,304,20,16,5,10
BPF 8273,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,PSG,479,20,16,5,84
BPF 9460,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,TPG,545,20,16,5,114
BPF 9461,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KBR,361,20,16,5,47
BPF 9462,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,PEN,458,20,16,5,78
BPF 9463,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,IPH,347,20,16,5,39
BPF 9464,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KBR,361,20,16,5,47
BPF 9466,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,AYK,290,20,16,5,6
BPF 9468,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KBR,361,20,16,5,47
BPF 9469,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,HQ OPS,462,20,16,5,36
BPF 9653,i-TRACK,Hino GH1JMPA (UBS),Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,28,16,5,34
BPG 1625,i-TRACK,Hino GH1JMPA (UBS),Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,28,16,5,34
BPG 3161,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,SNW,517,20,16,5,104
BPG 3162,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,BPT,313,20,16,5,14
BPG 3163,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,JIT,352,20,16,5,42
BPG 3166,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,BPT,313,20,16,5,14
BPG 3167,i-TRACK,Hino GH1JMPA (UBS),Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,28,16,5,34
BPG 3170,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,IPH,347,20,16,5,39
BPG 3172,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,AOR,285,20,16,5,5
BPG 3173,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,AYK,290,20,16,5,6
BPG 3175,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,AOR,285,20,16,5,5
BPG 3176,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KUA,405,20,16,5,59
BPG 3178,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,SPT,519,20,16,5,105
BPG 3180,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,MAH,430,20,16,5,65
BPG 3181,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,MUA,444,20,16,5,70
BPG 3182,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,SPT,519,20,16,5,105
BPG 6359,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,THO,539,20,16,5,111
BPG 6365,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,TGG,536,20,16,5,110
BPG 6370,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,BWH,322,20,16,5,20
BPG 6371,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,JIT,352,20,16,5,42
BPG 6372,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,TGG,536,20,16,5,110
BPG 6373,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,MLR,435,20,16,5,68
BPG 6403,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,TGG,536,20,16,5,110
BPG 9452,i-TRACK,Hino GH1JRPA,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPH 1067,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,BWH,322,20,16,5,20
BPH 1068,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,MLR,435,20,16,5,68
BPH 1070,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KBR,361,20,16,5,47
BPH 1071,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,MLR,435,20,16,5,68
BPH 1072,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,PTN,482,20,16,5,86
BPH 1073,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,MLR,435,20,16,5,68
BPH 1076,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,BMJ,310,20,16,5,12
BPH 1585,i-TRACK,Hino SH1EERA,Trailer,2016,TRUE,A,HQ LINEHAUL,NULL,17,16,5,34
BPH 3161,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,JHB,351,20,16,5,41
BPH 3162,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,JHB,351,20,16,5,41
BPH 3164,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,JHB,351,20,16,5,41
BPH 3165,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KLU,382,20,16,5,55
BPH 3475,i-TRACK,Isuzu NLR77UEE,Box Truck,2017,TRUE,A,KLA,376,20,16,5,52
BPH 3479,i-TRACK,Isuzu NLR77UEE,Box Truck,2017,TRUE,A,KUA,405,20,16,5,59
BPH 3480,i-TRACK,Isuzu NLR77UEE,Box Truck,2017,TRUE,A,SRB,521,20,16,5,107
BPH 3483,i-TRACK,Isuzu NLR77UEE,Box Truck,2017,TRUE,A,BWH,322,20,16,5,20
BPH 3485,i-TRACK,Isuzu NLR77UEE,Box Truck,2017,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPH 3487,i-TRACK,Isuzu NLR77UEE,Box Truck,2017,TRUE,A,THO,539,20,16,5,111
BPH 3489,i-TRACK,Isuzu NLR77UEE,Box Truck,2017,TRUE,A,PAK,453,20,16,5,75
BPH 3490,i-TRACK,Isuzu NLR77UEE,Box Truck,2017,TRUE,A,KUA,405,20,16,5,59
BPH 3492,i-TRACK,Isuzu NLR77UEE,Box Truck,2017,TRUE,A,PSG,479,20,16,5,84
BPH 3494,i-TRACK,Isuzu NLR77UEE,Box Truck,2017,TRUE,A,KUA,405,20,16,5,59
BPH 6024,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2017,TRUE,A,KLM,322,15,16,5,20
BPH 6025,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2017,TRUE,A,SGT,507,15,16,5,100
BPH 6029,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2017,TRUE,A,SGT,507,15,16,5,100
BPH 6031,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2017,TRUE,A,SNW,517,15,16,5,104
BPH 6032,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2017,TRUE,A,RESCUE TEAM,NULL,15,16,5,89
BPH 6035,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2017,TRUE,A,KUL,406,15,16,5,60
BPH 6037,i-TRACK,Toyota Hiace KDH200R-RBMDYEPC,Panel Van,2017,TRUE,A,PDS,457,15,16,5,77
BPH 7684,i-TRACK,Hino WU640R-HKMLL3,Box Truck,2016,TRUE,A,FLT BUF 'A',NULL,20,16,4,27
BPH 7685,i-TRACK,Hino WU640R-HKMLL3,Box Truck,2016,TRUE,A,JHB,351,20,16,4,41
BPH 7689,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,BMJ,310,20,16,5,12
BPH 7690,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,MAH,430,20,16,5,65
BPH 7691,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KMM,384,20,16,5,56
BPH 7692,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,PDS,457,20,16,5,77
BPH 7694,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KUA,581,20,16,5,241
BPH 7695,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KUA,581,20,16,5,241
BPH 7696,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KUA,405,20,16,5,59
BPH 7702,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,MUA,444,20,16,5,70
BPH 7703,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KBR,361,20,16,5,47
BPH 7713,i-TRACK,Hino GH1JMPA (UBS),Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,28,16,5,34
BPH 7716,i-TRACK,Hino GH1JMPA (UBS),Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,28,16,5,34
BPH 7719,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,AOR,285,20,16,5,5
BPH 7721,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,BYN,323,20,16,5,21
BPH 7724,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KUA,405,20,16,5,59
BPH 7734,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KUA,405,20,16,5,59
BPH 7740,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,BPS,312,20,16,5,13
BPH 7742,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,BSM,318,20,16,5,17
BPH 7857,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,SBY,498,20,16,5,94
BPH 824,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KLU,382,20,16,5,55
BPH 825,i-TRACK,Hino GH1JRPA,Box Truck,2016,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPH 827,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,STW,528,20,16,5,108
BPH 830,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,SBY,498,20,16,5,94
BPH 831,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,SBY,498,20,16,5,94
BPH 833,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,SDG,499,20,16,5,95
BPH 835,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPH 836,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPH 837,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,IPH,347,20,16,5,39
BPH 839,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KJG,372,20,16,5,50
BPH 8602,i-TRACK,Hino XZU730R-HKFTL3,Box Truck,2017,TRUE,A,HQ LINEHAUL,NULL,22,16,5,34
BPH 8604,i-TRACK,Hino XZU730R-HKFTL3,Box Truck,2017,TRUE,A,BWH,322,22,16,5,20
BPH 8605,i-TRACK,Hino XZU730R-HKFTL3,Box Truck,2017,TRUE,A,PLS,470,22,16,5,81
BPJ 2047,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,KBR,361,20,16,5,47
BPJ 2048,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,MUA,444,20,16,5,70
BPJ 2049,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,MKZ,434,20,16,5,67
BPJ 2050,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,STW,528,20,16,5,108
BPJ 2052,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,MUA,444,20,16,5,70
BPJ 2054,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,STW,528,20,16,5,108
BPJ 2055,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,TGG,536,20,16,5,110
BPJ 2056,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,AYK,290,20,16,5,6
BPJ 2057,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,IPH,347,20,16,5,39
BPJ 2059,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2017,TRUE,A,PDS,457,20,16,5,77
