vehicle_no,GPSVendor,Model,Type,year_made,tail_lift,status,possession,admin_station_id,category_id,color_id,vehicle_owner_id,vehicle_group_id
BPT 6942,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPT 6943,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,KLG,378,20,16,5,53
BPT 6944,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,PSG,479,20,16,5,84
BPT 6945,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,KMM,384,20,16,5,56
BPT 6960,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,FLT BUF 'B',NULL,20,16,5,28
BPT 6962,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,ISK,348,20,16,5,40
BPT 6963,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,SBI,494,20,16,5,92
BPT 6965,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,KBR,361,20,16,5,47
BPT 6967,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,PAK,453,20,16,5,75
BPT 6975,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,FLT BUF 'B',NULL,20,16,5,28
BPT 6980,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,FLT BUF 'B',NULL,20,16,5,28
BPT 6981,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,PSG,479,20,16,5,84
BPU 1837,i-TRACK,Isuzu NLR77UEE,Box Truck,2018,TRUE,A,BWH,291,20,16,4,120
BPU 1839,i-TRACK,Isuzu NLR77UEE,Box Truck,2018,TRUE,A,FLT BUF 'B',NULL,20,16,4,28
BPU 1841,i-TRACK,Isuzu NLR77UEE,Box Truck,2018,TRUE,A,BMJ,310,20,16,4,12
BPU 1842,i-TRACK,Isuzu NLR77UEE,Box Truck,2018,TRUE,A,FLT BUF 'B',NULL,20,16,4,28
BPU 1843,i-TRACK,Isuzu NLR77UEE,Box Truck,2018,TRUE,A,RESCUE TEAM,NULL,20,16,4,89
BPU 2418,i-TRACK,Isuzu NLR77UEE,Box Truck,2018,TRUE,A,FLT BUF 'B',NULL,20,16,4,28
BPU 2422,i-TRACK,Isuzu NLR77UEE,Box Truck,2018,TRUE,A,FLT BUF 'B',NULL,20,16,4,28
BPU 2426,i-TRACK,Isuzu NLR77UEE,Box Truck,2018,TRUE,A,FLT BUF 'B',NULL,20,16,4,28
BPU 2431,i-TRACK,Isuzu NLR77UEE,Box Truck,2018,TRUE,A,BMJ,310,20,16,4,12
BPU 3190,i-TRACK,Hino XZU720R-HKMQK3,Box Truck,2018,TRUE,A,ULT,552,21,16,4,116
BPU 3194,i-TRACK,Hino XZU720R-HKMQK3,Box Truck,2018,TRUE,A,KAM,359,21,16,4,46
BPU 3196,i-TRACK,Hino XZU720R-HKMQK3,Box Truck,2018,TRUE,A,BWH,322,21,16,4,20
BPU 3201,i-TRACK,Hino XZU720R-HKMQK3,Box Truck,2018,TRUE,A,KLG,378,21,16,4,53
BPU 3202,i-TRACK,Hino XZU720R-HKMQK3,Box Truck,2018,TRUE,A,JHB,351,21,16,4,41
BPU 3211,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,BWH,322,20,16,5,20
BPU 3212,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,BWH,322,20,16,5,20
BPU 3214,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,KLU,444,20,16,5,70
BPU 3216,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,KLA,376,20,16,5,52
BPU 3217,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPU 3219,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPU 3220,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPU 3263,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,GPA,343,20,16,5,29
BPU 3264,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,JHB,351,20,16,5,41
BPU 3265,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,JHB,351,20,16,5,41
BPU 3267,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,ULT,552,20,16,5,116
BPU 3270,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,HQ OPS,462,20,16,5,36
BPU 3271,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,JHB,351,20,16,5,41
BPU 3272,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,SRB,521,20,16,5,107
BPU 3273,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,MKZ,434,20,16,5,67
BPU 3274,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,MUA,444,20,16,5,70
BPU 5266,i-TRACK,Hino XZU720R-HKFTL3 (UBS),Box Truck,2018,TRUE,A,TIN,540,22,16,5,112
BPU 5282,i-TRACK,Hino XZU720R-HKFTL3 (UBS),Box Truck,2018,TRUE,A,JHB,351,22,16,5,41
BPU 5946,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,MWT,446,20,16,5,71
BPU 5947,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPU 5950,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,IPH,347,20,16,5,39
BPU 5951,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,PLS,470,20,16,5,81
BPU 5952,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,MWT,446,20,16,5,71
BPU 5957,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,KPG,392,20,16,5,57
BPU 5960,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,BBU,294,20,16,5,8
BPU 5962,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,BSM,318,20,16,5,17
BPU 6023,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPU 6028,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,KLU,382,20,16,5,55
BPU 6031,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,BHU,304,20,16,5,10
BPU 6034,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,KLU,382,20,16,5,55
BPU 6035,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,KLU,313,20,16,5,14
BPU 6046,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2018,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPU 8210,i-TRACK,Hino XZU720R-HKFTL3 (UBS),Box Truck,2018,TRUE,A,FLT BUF 'B',NULL,22,16,5,28
BPU 8213,i-TRACK,Hino XZU720R-HKFTL3 (UBS),Box Truck,2018,TRUE,A,HQ LINEHAUL,NULL,22,16,5,34
BPU 8962,i-TRACK,Hino XZU720R-HKFTL3 (UBS),Box Truck,2018,TRUE,A,HQ AIR LINEHAUL,NULL,22,16,5,32
BPW 2915,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,KUA,405,20,16,5,59
BPW 2919,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,KLM,379,20,16,5,54
BPW 2933,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPW 2934,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,BBU,294,20,16,5,8
BPW 2987,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,IPH,347,20,16,5,39
BPW 2989,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPW 4060,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPW 4063,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,MER,433,20,16,5,66
BPW 4065,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPW 4069,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,FLT BUF 'B',NULL,20,16,5,28
BPW 4072,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,SNW,517,20,16,5,104
BPW 7741,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPW 7742,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,RWG,493,20,16,5,90
BPW 7743,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,SPT,519,20,16,5,105
BPW 7749,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,FLT BUF 'B',NULL,20,16,5,28
BPW 7750,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPW 7756,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,AJL,282,20,16,5,3
BPW 7758,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,AJL,282,20,16,5,3
BPW 7759,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,MER,433,20,16,5,66
BPW 7760,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,SKU,515,20,16,5,103
BPW 9158,i-TRACK,Hino GH8JR1A,Box Truck,2019,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPW 9162,i-TRACK,Hino GH8JR1A,Box Truck,2018,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPX 1259,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,BYN,323,20,16,5,21
BPX 1262,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,BMJ,310,20,16,5,12
BPX 1263,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,AOR,285,20,16,5,5
BPX 1264,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,IPH,347,20,16,5,39
BPX 1266,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,SKU,515,20,16,5,103
BPX 1267,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,FLT BUF 'B',NULL,20,16,5,28
BPX 1268,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,FLT BUF 'B',323,20,16,5,21
BPX 1269,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPX 1270,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPX 1271,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,FLT BUF 'B',NULL,20,16,5,28
BPX 1365,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,SBY,498,20,16,5,94
BPX 1370,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,FLT BUF 'B',NULL,20,16,5,28
BPX 1372,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,BSM,318,20,16,5,17
BPX 1373,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPX 1375,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPX 1380,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,FLT BUF 'B',NULL,20,16,5,28
BPX 1384,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPX 1393,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPX 1394,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,COURIER DIV,323,20,16,5,21
BPX 1395,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,COURIER DIV,NULL,20,16,5,22
BPX 1396,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPX 1397,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPX 1398,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPX 1399,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPX 1490,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,FLT BUF 'B',NULL,20,16,5,28
BPX 1492,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,FLT BUF 'B',NULL,20,16,5,28
BPX 1495,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BPX 1497,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,FLT BUF 'B',NULL,20,16,5,28
BPX 1498,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,FLT BUF 'B',NULL,20,16,5,28
BPX 1501,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2019,TRUE,A,JRT,356,20,16,5,45
BPX 4005,i-TRACK,Hino SG2PE1B,Trailer,2019,TRUE,A,HQ LINEHAUL,NULL,17,16,5,34
BPX 4007,i-TRACK,Hino SG2PE1B,Trailer,2019,TRUE,A,HQ LINEHAUL,NULL,17,16,5,34
BPX 5930,i-TRACK,Hino GH8JR1A,Box Truck,2018,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPX 5931,i-TRACK,Hino GH8JR1A,Box Truck,2018,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BPY 7356,i-TRACK,Hino SG2PE1B,Trailer,2019,TRUE,A,HQ LINEHAUL,NULL,17,16,5,34
BPY 7361,i-TRACK,Hino SG2PE1B,Trailer,2019,TRUE,A,HQ LINEHAUL,NULL,17,16,5,34
BPY 9280,i-TRACK,Hino GH8JR1A,Box Truck,2019,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BQA 1276,i-TRACK,Hino GH8JR1A,Box Truck,2019,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BQA 5443,i-TRACK,Hino GH8JR1A,Box Truck,2019,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BQA 9243,i-TRACK,Hino GH8JR1A,Box Truck,2019,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BQB 4799,i-TRACK,Hino GH8JR1A,Box Truck,2019,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BQF 3147,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,COURIER DIV,NULL,20,16,5,22
BQF 3151,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,COURIER DIV,577,20,16,5,22
BQF 3152,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,COURIER DIV,577,20,16,5,22
BQF 3154,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,KBR,361,20,16,5,47
BQF 3155,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,SGT,507,20,16,5,100
BQF 3156,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,COURIER DIV,NULL,20,16,5,22
BQF 3157,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,SGT,444,20,16,5,70
BQF 3158,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,COURIER DIV,322,20,16,5,20
BQF 3159,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,COURIER DIV,NULL,20,16,5,22
BQF 3160,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,COURIER DIV,NULL,20,16,5,22
BQF 4465,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,AJL,282,20,16,5,3
BQF 4467,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,COURIER DIV,540,20,16,5,112
BQF 4470,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,BMJ,323,20,16,5,21
BQF 4471,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,BMJ,322,20,16,5,20
BQF 4472,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,PLS,310,20,16,5,12
BQF 4473,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,JLP,355,20,16,5,44
BQF 4474,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,MWT,446,20,16,5,71
BQF 4475,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,BYN,458,20,16,5,78
BQF 4478,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,JHB,351,20,16,5,41
BQF 4484,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,JHB,351,20,16,5,41
BQH 6406,i-TRACK,Hino GH8JR1A-XGM,Box Truck,2020,TRUE,A,JHB,351,24,16,5,41
BQH 6407,i-TRACK,Hino GH8JR1A-XGM,Box Truck,2020,TRUE,A,JHB,351,24,16,5,41
BQH 9675,i-TRACK,Hino GH8JR1A-XGM,Box Truck,2020,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BQJ 5322,i-TRACK,Hino GH8JR1A-XGM,Box Truck,2020,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BQJ 842,i-TRACK,Hino GH8JR1A-XGM,Box Truck,2020,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BQK 608,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,POI,472,20,16,5,83
BQK 615,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,COURIER DIV,NULL,20,16,5,22
BQK 620,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,MAH,430,20,16,5,65
BQK 621,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,SRB,521,20,16,5,107
BQK 623,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,COURIER DIV,NULL,20,16,5,22
BQK 930,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,RESCUE TEAM,NULL,20,16,5,89
BQK 932,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,RESCUE TEAM,NULL,20,16,5,89
BQK 935,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,RESCUE TEAM,NULL,20,16,5,89
BQK 937,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,RESCUE TEAM,NULL,20,16,5,89
BQK 942,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,RESCUE TEAM,NULL,20,16,5,89
BQK 948,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,COURIER DIV,356,20,16,5,45
BQK 954,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,NLI,449,20,16,5,73
BQK 957,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,RESCUE TEAM,NULL,20,16,5,89
BQL 2640,i-TRACK,Hino SG2PE1B,Trailer,2020,TRUE,A,HQ LINEHAUL,NULL,17,16,5,34
BQL 2642,i-TRACK,Hino SG2PE1B,Trailer,2020,TRUE,A,HQ LINEHAUL,NULL,17,16,5,34
BQL 7413,i-TRACK,Hino GH8JR1A-PGM,Box Truck,2021,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BQM 374,i-TRACK,Hino GH8JR1A-XGM,Box Truck,2021,TRUE,A,BWH,322,24,16,5,20
BQM 376,i-TRACK,Hino GH8JR1A-XGM,Box Truck,2021,TRUE,A,BWH,322,24,16,5,20
BQM 4799,i-TRACK,Hino GH8JR1A-PGM,Box Truck,2021,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BQM 7495,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2021,TRUE,A,COURIER DIV,NULL,20,16,5,22
BQM 7496,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2021,TRUE,A,COURIER DIV,NULL,20,16,5,28
BQM 7499,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2021,TRUE,A,COURIER DIV,351,20,16,5,41
BQM 7502,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,COURIER DIV,470,20,16,5,81
BQM 7503,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2021,TRUE,A,COURIER DIV,NULL,20,16,5,22
BQM 7505,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BQM 7513,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,COURIER DIV,NULL,20,16,5,22
BQM 7514,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,COURIER DIV,581,20,16,5,241
BQM 7515,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2020,TRUE,A,COURIER DIV,351,20,16,5,41
BQM 8616,i-TRACK,Hino GH8JR1A-PGM,Box Truck,2021,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BQM 8617,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2021,TRUE,A,NLI,449,20,16,5,73
BQM 8620,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2021,TRUE,A,COURIER DIV,472,20,16,5,83
BQM 8629,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2021,TRUE,A,COURIER DIV,NULL,20,16,5,22
BQM 8632,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2021,TRUE,A,COURIER DIV,NULL,20,16,5,22
BQM 8635,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2021,TRUE,A,COURIER DIV,382,20,16,5,55
BQM 8641,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2021,TRUE,A,COURIER DIV,282,20,16,5,3
BQM 9827,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2021,TRUE,A,COURIER DIV,351,20,16,5,41
BQM 9835,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2021,TRUE,A,COURIER DIV,355,20,16,5,44
BQN 3175,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2021,TRUE,A,BREAK IN,351,20,16,5,41
BQN 3179,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2021,TRUE,A,BREAK IN,348,20,16,5,40
BQN 3182,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2021,TRUE,A,BREAK IN,NULL,20,16,5,27
BQN 3184,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2021,TRUE,A,BREAK IN,NULL,20,16,5,27
BQN 3185,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2021,TRUE,A,YPG,557,20,16,5,118
BQN 3187,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2021,TRUE,A,BREAK IN,343,20,16,5,29
BQN 3204,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2021,TRUE,A,PSM,480,20,16,5,85
BQN 3207,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2021,TRUE,A,BREAK IN,313,20,16,5,14
BQN 3209,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2021,TRUE,A,BREAK IN,NULL,20,16,5,15
BQN 3926,i-TRACK,Hino XZU600R-HKMLJ3,Box Truck,2021,TRUE,A,BREAK IN,NULL,20,16,5,15
BQP 3097,i-TRACK,Hino XZU600R-WKMLK3,Box Truck,2021,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BQP 3098,i-TRACK,Hino XZU600R-WKMLK3,Box Truck,2021,TRUE,A,BREAK IN,322,20,16,5,20
BQP 3099,i-TRACK,Hino XZU600R-WKMLK3,Box Truck,2021,TRUE,A,BREAK IN,NULL,20,16,5,15
BQP 3101,i-TRACK,Hino XZU600R-WKMLK3,Box Truck,2021,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BQP 3107,i-TRACK,Hino XZU600R-WKMLK3,Box Truck,2021,TRUE,A,BREAK IN,NULL,20,16,5,15
BQP 3109,i-TRACK,Hino XZU600R-WKMLK3,Box Truck,2021,TRUE,A,BREAK IN,NULL,20,16,5,15
BQP 3114,i-TRACK,Hino XZU600R-WKMLK3,Box Truck,2021,TRUE,A,BREAK IN,NULL,20,16,5,15
BQP 3115,i-TRACK,Hino XZU600R-WKMLK3,Box Truck,2021,TRUE,A,FLT BUF 'A',NULL,20,16,5,27
BQP 3116,i-TRACK,Hino XZU600R-WKMLK3,Box Truck,2021,TRUE,A,BREAK IN,NULL,20,16,5,15
BQP 7042,i-TRACK,Hino SG2PE1B-XGM,Trailer,2021,TRUE,A,HQ LINEHAUL,NULL,17,16,5,34
BQP 7044,i-TRACK,Hino SG2PE1B-XGM,Trailer,2021,TRUE,A,HQ LINEHAUL,NULL,17,16,5,34
BQQ 9263,i-TRACK,Hino SG2PE1B-XGM,Trailer,2021,TRUE,A,HQ LINEHAUL,NULL,17,16,5,34
BQQ 9264,i-TRACK,Hino SG2PE1B-XGM,Trailer,2021,TRUE,A,HQ LINEHAUL,NULL,17,16,5,34
BQR 4099,i-TRACK,Hino GH8JR1A-PGM,Box Truck,2021,TRUE,A,NULL,NULL,24,NULL,5,34
BQS 1326,i-TRACK,Hino GH8JR1A-PGM,Box Truck,2021,TRUE,A,NULL,322,24,NULL,5,20
BQS 3162,i-TRACK,Hino GH8JR1A-PGM,Box Truck,2021,TRUE,A,NULL,351,24,NULL,5,41
BQU 2351,i-TRACK,Hino GH8JR1A-PGM,Box Truck,2021,TRUE,A,NULL,577,28,NULL,5,34
BQU 2357,i-TRACK,Hino GH8JR1A-PGM,Box Truck,2021,TRUE,A,NULL,577,28,NULL,5,34
BQU 2358,i-TRACK,Hino GH8JR1A-PGM,Box Truck,2021,TRUE,A,NULL,577,28,NULL,5,34
BQU 2360,i-TRACK,GH8JR1A-PGM,Box Truck,2021,TRUE,A,HQ LINEHAUL,NULL,24,16,5,34
BQU 2365,i-TRACK,GH8JR1A-PGM,Box Truck,2021,TRUE,A,HQ LINEHAUL,577,24,16,5,34
